DEST,CODE,DISTANCE
Moldova Mobile Services,00373900,int service
Moldova Mobile Voxtel,0037360,int mobile
Moldova Mobile Voxtel,00373610,int mobile
Moldova Mobile Voxtel,00373611,int mobile
Moldova Mobile Voxtel,00373620,int mobile
Moldova Mobile Voxtel,00373621,int mobile
Moldova Mobile Voxtel,0037368,int mobile
Moldova Mobile Voxtel,0037369,int mobile
Moldova Pridnestrovie,0037321,int fixed
Moldova Pridnestrovie,003735,int fixed
Monaco,00377,int fixed
Monaco Mobile,003774,int mobile
Monaco Mobile,003776,int mobile
Monaco Mobile KFOR,0037744,int mobile
Monaco Mobile KFOR,0037745,int mobile
Monaco Mobile KFOR,0037747,int mobile
Mongolia,00976,int fixed
Monserrat,001664,int fixed
Monserrat Mobile,001664492,int mobile
Montenegro,00382,int fixed
Montenegro Mobile,003826,int mobile
Montenegro Mobile,0038278,int mobile
Montenegro Mobile,00382877,int mobile
Montenegro Mobile Mtel,0038260,int mobile
Montenegro Mobile Mtel,0038268,int mobile
Montenegro Mobile Mtel,003827810,int mobile
Montenegro Mobile Mtel,003827811,int mobile
Montenegro Mobile Promonte,0038263,int mobile
Montenegro Mobile Promonte,0038269,int mobile
Montenegro Mobile T-Mobile,0038266,int mobile
Montenegro Mobile T-Mobile,0038267,int mobile
Mozambique,00258,int fixed
Mozambique Mobile,0025882,int mobile
Mozambique Mobile,0025883,int mobile
Mozambique Mobile,0025886,int mobile
Mozambique Mobile,0025887,int mobile
Mozambique Mobile Vodacom,0025884,int mobile
Mozambique Mobile Vodacom,0025885,int mobile
Mozambique Services,0025882001,int service
Mozambique Services,0025885001,int service
Myanmar,0095,int fixed
Myanmar Mobile,00951439,int mobile
Myanmar Mobile,00952439,int mobile
Myanmar Mobile,009567439,int mobile
Myanmar Mobile,00959,int mobile
Namibia,00264,int fixed
Namibia Mobile,0026460,int mobile
Namibia Mobile,0026481,int mobile
Namibia Mobile,0026482,int mobile
Namibia Mobile,0026483,int mobile
Namibia Mobile,0026484,int mobile
Namibia Mobile,0026485,int mobile
Namibia Mobile,0026488,int mobile
Namibia Mobile,0026489,int mobile
Nauru,00674,int fixed
Nepal,00977,int fixed
Netherland Antilles,00599,int fixed
Netherlands,0031,int fixed
Netherlands Amsterdam,003120,int fixed
Netherlands Corporate,003182,int service
Netherlands Corporate,003185,int service
Netherlands Corporate,003188,int service
Netherlands Freephone,0031800,int service
Netherlands Mobile,00316,int mobile
Netherlands Mobile,003161,int mobile
Netherlands Mobile,003162,int mobile
Netherlands Mobile,003163,int mobile
Netherlands Mobile,003165,int mobile
Netherlands Mobile,003167,int mobile
Netherlands Mobile,0031680,int mobile
Netherlands Mobile,00316800,int mobile
Netherlands Mobile,00316801,int mobile
Netherlands Mobile,00319,int mobile
Netherlands Mobile,003197,int mobile
Netherlands Mobile KPN,0031610,int mobile
Netherlands Mobile KPN,0031612,int mobile
Netherlands Mobile KPN,0031613,int mobile
Netherlands Mobile KPN,0031620,int mobile
Netherlands Mobile KPN,0031622,int mobile
Netherlands Mobile KPN,0031623,int mobile
Netherlands Mobile KPN,0031630,int mobile
Netherlands Mobile KPN,0031651,int mobile
Netherlands Mobile KPN,0031653,int mobile
Netherlands Mobile KPN,0031657,int mobile
Netherlands Mobile KPN,0031683,int mobile
Netherlands Mobile Lycamobile,0031684,int mobile
Netherlands Mobile Lycamobile,0031685,int mobile
Netherlands Mobile Lycamobile,00316860,int mobile
Netherlands Mobile Lycamobile,00316861,int mobile
Netherlands Mobile Lycamobile,00316862,int mobile
Netherlands Mobile Lycamobile,00316863,int mobile
Netherlands Mobile Lycamobile,00316864,int mobile
Netherlands Mobile Lycamobile,0031687,int mobile
Netherlands Mobile Lycamobile,00316870,int mobile
Netherlands Mobile Lycamobile,00316871,int mobile
Netherlands Mobile Lycamobile,00316872,int mobile
Netherlands Mobile Lycamobile,00316873,int mobile
Netherlands Mobile Lycamobile,00316874,int mobile
Netherlands Mobile Tele2,0031636,int mobile
Netherlands Mobile Tele2,00316360,int mobile
Netherlands Mobile Tele2,00316361,int mobile
Netherlands Mobile Tele2,00316362,int mobile
Netherlands Mobile Tele2,00316363,int mobile
Netherlands Mobile Tele2,00316364,int mobile
Netherlands Mobile Tele2,00316365,int mobile
Netherlands Mobile Tele2,0031640,int mobile
Netherlands Mobile Telfort,0031616,int mobile
Netherlands Mobile Telfort,0031617,int mobile
Netherlands Mobile Telfort,0031619,int mobile
Netherlands Mobile Telfort,0031626,int mobile
Netherlands Mobile Telfort,0031633,int mobile
Netherlands Mobile Telfort,0031644,int mobile
Netherlands Mobile Telfort,0031645,int mobile
Netherlands Mobile Telfort,0031647,int mobile
Netherlands Mobile Telfort,0031649,int mobile
Netherlands Mobile T-Mobile,0031614,int mobile
Netherlands Mobile T-Mobile,0031618,int mobile
Netherlands Mobile T-Mobile,0031624,int mobile
Netherlands Mobile T-Mobile,0031628,int mobile
Netherlands Mobile T-Mobile,0031634,int mobile
Netherlands Mobile T-Mobile,0031638,int mobile
Netherlands Mobile T-Mobile,0031639,int mobile
Netherlands Mobile T-Mobile,0031641,int mobile
Netherlands Mobile T-Mobile,0031642,int mobile
Netherlands Mobile T-Mobile,0031643,int mobile
Netherlands Mobile T-Mobile,0031648,int mobile
Netherlands Mobile T-Mobile,0031681,int mobile
Netherlands Mobile Vodafone,0031611,int mobile
Netherlands Mobile Vodafone,0031615,int mobile
Netherlands Mobile Vodafone,0031621,int mobile
Netherlands Mobile Vodafone,0031625,int mobile
Netherlands Mobile Vodafone,0031627,int mobile
Netherlands Mobile Vodafone,0031629,int mobile
Netherlands Mobile Vodafone,0031631,int mobile
Netherlands Mobile Vodafone,0031646,int mobile
Netherlands Mobile Vodafone,0031650,int mobile
Netherlands Mobile Vodafone,0031652,int mobile
Netherlands Mobile Vodafone,0031654,int mobile
Netherlands Mobile Vodafone,0031655,int mobile
Netherlands Premium,0031104991,int premium
Netherlands Premium,003114,int premium
Netherlands Premium,0031182245,int premium
Netherlands Premium,0031202626905,int premium
Netherlands Premium,0031208080102,int premium
Netherlands Premium,0031242002,int premium
Netherlands Premium,0031382002,int premium
Netherlands Premium,00316320,int premium
Netherlands Premium,00316321,int premium
Netherlands Premium,00316322,int premium
Netherlands Premium,00316560,int premium
Netherlands Premium,00316561,int premium
Netherlands Premium,00316587,int premium
Netherlands Premium,00316588,int premium
Netherlands Premium,00316589,int premium
Netherlands Premium,003166,int premium
Netherlands Premium,0031682,int premium
Netherlands Premium,0031702003,int premium
Netherlands Premium,00317439018,int premium
Netherlands Premium,003184,int premium
Netherlands Premium,003187,int premium
Netherlands Premium,003190,int premium
Netherlands Premium,0031900,int premium
Netherlands Premium,0031906,int premium
Netherlands Premium,0031909,int premium
Netherlands Premium,003191,int premium
Netherlands Premium,0031970,int premium
New Caledonia,00687,int fixed
New Caledonia Mobile,006877,int mobile
New Caledonia Mobile,006878,int mobile
New Zealand,0064,int fixed
New Zealand Mobile,00642,int mobile
New Zealand Mobile,006433050,int mobile
New Zealand Services,0064800,int service
Nicaragua,00505,int fixed
Nicaragua Mobile,005054,int mobile
Nicaragua Mobile,005056,int mobile
Nicaragua Mobile,005058,int mobile
Niger,00227,int fixed
Niger Mobile,0022709,int mobile
Niger Mobile,002271,int mobile
Niger Mobile,002272,int mobile
Niger Mobile,0022739,int mobile
Niger Mobile,002274,int mobile
Niger Mobile,002275,int mobile
Niger Mobile,002278,int mobile
Niger Mobile,002279,int mobile
Nigeria,00234,int fixed
Nigeria Lagos,002341,int fixed
Nigeria Mobile,00234700,int mobile
Nigeria Mobile,00234701,int mobile
Nigeria Mobile,002347020,int mobile
Nigeria Mobile,002347023,int mobile
Nigeria Mobile,002347024,int mobile
Nigeria Mobile,002347025,int mobile
Nigeria Mobile,002347026,int mobile
Nigeria Mobile,002347027,int mobile
Nigeria Mobile,002347028,int mobile
Nigeria Mobile,002347029,int mobile
Nigeria Mobile,00234704,int mobile
Nigeria Mobile,00234707,int mobile
Nigeria Mobile,00234708,int mobile
Nigeria Mobile,00234709,int mobile
Nigeria Mobile,0023480,int mobile
Nigeria Mobile,00234812,int mobile
Nigeria Mobile,00234817,int mobile
Nigeria Mobile,00234818,int mobile
Nigeria Mobile,002348190,int mobile
Nigeria Mobile,002348191,int mobile
Nigeria Mobile,002348474,int mobile
Nigeria Mobile,002348475,int mobile
Nigeria Mobile,002348476,int mobile
Nigeria Mobile,002348477,int mobile
Nigeria Mobile,002348478,int mobile
Nigeria Mobile Econet,00234802,int mobile
Nigeria Mobile Econet,00234808,int mobile
Nigeria Mobile Globacom,00234705,int mobile
Nigeria Mobile Globacom,00234805,int mobile
Nigeria Mobile Globacom,00234807,int mobile
Nigeria Mobile Globacom,00234811,int mobile
Nigeria Mobile Globacom,00234815,int mobile
Nigeria Mobile MTEL,00234804,int mobile
Nigeria Mobile MTN,00234703,int mobile
Nigeria Mobile MTN,00234706,int mobile
Nigeria Mobile MTN,00234803,int mobile
Nigeria Mobile MTN,00234806,int mobile
Nigeria Mobile MTN,00234810,int mobile
Nigeria Mobile MTN,00234813,int mobile
Nigeria Mobile MTN,00234814,int mobile
Nigeria Mobile MTN,00234816,int mobile
Nigeria Mobile Nitel,002347021,int mobile
Nigeria Mobile Nitel,002347022,int mobile
Nigeria Mobile Nitel,0023490,int mobile
Niue Islands,00683,int fixed
Norfolk,006723,int fixed
North Korea,00850,int fixed
Norway,0047,int fixed
Norway Mobile,00474,int mobile
Norway Mobile,0047472,int mobile
Norway Mobile,00474797,int mobile
Norway Mobile,00474884,int mobile
Norway Mobile,00474885,int mobile
Norway Mobile,00474886,int mobile
Norway Mobile,00474887,int mobile
Norway Mobile,00474888,int mobile
Norway Mobile,00474889,int mobile
Norway Mobile,00474894,int mobile
Norway Mobile,00474895,int mobile
Norway Mobile,00474896,int mobile
Norway Mobile,00474897,int mobile
Norway Mobile,00474898,int mobile
Norway Mobile,00474899,int mobile
Norway Mobile,004758,int mobile
Norway Mobile,00475800040,int mobile
Norway Mobile,00475800060,int mobile
Norway Mobile,00475800070,int mobile
Norway Mobile,00475800071,int mobile
Norway Mobile,00475800072,int mobile
Norway Mobile,00475800073,int mobile
Norway Mobile,00475800074,int mobile
Norway Mobile,00475800075,int mobile
Norway Mobile,00475800080,int mobile
Norway Mobile,00475800089,int mobile
Norway Mobile,0047580009,int mobile
Norway Mobile,004759,int mobile
Norway Mobile,00479,int mobile
Norway Mobile,0047941,int mobile
Norway Mobile,0047950,int mobile
Norway Mobile,00479693,int mobile
Norway Mobile,00479694,int mobile
Norway Mobile,00479905,int mobile
Norway Mobile,00479906,int mobile
Norway Mobile,00479907,int mobile
Norway Mobile,00479908,int mobile
Norway Mobile,00479909,int mobile
Norway Mobile Lycamobile,00474094,int mobile
Norway Mobile Lycamobile,00474095,int mobile
Norway Mobile Lycamobile,00474096,int mobile
Norway Mobile Lycamobile,00474097,int mobile
Norway Mobile Lycamobile,00474098,int mobile
Norway Mobile Lycamobile,00474099,int mobile
Norway Mobile Lycamobile,00474552,int mobile
Norway Mobile Lycamobile,00474553,int mobile
Norway Mobile Lycamobile,00474554,int mobile
Norway Mobile Lycamobile,00474555,int mobile
Norway Mobile Lycamobile,00474556,int mobile
Norway Mobile Lycamobile,00474557,int mobile
Norway Mobile Lycamobile,00474558,int mobile
Norway Mobile Lycamobile,00474592,int mobile
Norway Mobile Lycamobile,00474671,int mobile
Norway Mobile Lycamobile,00474672,int mobile
Norway Mobile Lycamobile,00479125,int mobile
Norway Mobile Lycamobile,00479126,int mobile
Norway Mobile Lycamobile,00479127,int mobile
Norway Mobile Lycamobile,00479128,int mobile
Norway Mobile Lycamobile,00479129,int mobile
Norway Mobile Lycamobile,00479471,int mobile
Norway Mobile Lycamobile,00479472,int mobile
Norway Mobile Lycamobile,00479473,int mobile
Norway Mobile Lycamobile,00479695,int mobile
Norway Mobile Lycamobile,00479696,int mobile
Norway Mobile Lycamobile,00479697,int mobile
Norway Mobile Lycamobile,00479698,int mobile
Norway Mobile Lycamobile,00479699,int mobile
Norway Mobile Netcom,00474000,int mobile
Norway Mobile Netcom,00474001,int mobile
Norway Mobile Netcom,00474010,int mobile
Norway Mobile Netcom,00474011,int mobile
Norway Mobile Netcom,00474012,int mobile
Norway Mobile Netcom,00474013,int mobile
Norway Mobile Netcom,00474014,int mobile
Norway Mobile Netcom,0047402,int mobile
Norway Mobile Netcom,0047403,int mobile
Norway Mobile Netcom,00474040,int mobile
Norway Mobile Netcom,00474045,int mobile
Norway Mobile Netcom,00474046,int mobile
Norway Mobile Netcom,00474047,int mobile
Norway Mobile Netcom,00474048,int mobile
Norway Mobile Netcom,00474049,int mobile
Norway Mobile Netcom,00474050,int mobile
Norway Mobile Netcom,00474055,int mobile
Norway Mobile Netcom,00474060,int mobile
Norway Mobile Netcom,00474061,int mobile
Norway Mobile Netcom,00474062,int mobile
Norway Mobile Netcom,00474063,int mobile
Norway Mobile Netcom,00474064,int mobile
Norway Mobile Netcom,00474067,int mobile
Norway Mobile Netcom,00474069,int mobile
Norway Mobile Netcom,0047407,int mobile
Norway Mobile Netcom,00474100,int mobile
Norway Mobile Netcom,00474101,int mobile
Norway Mobile Netcom,00474106,int mobile
Norway Mobile Netcom,00474107,int mobile
Norway Mobile Netcom,00474117,int mobile
Norway Mobile Netcom,00474118,int mobile
Norway Mobile Netcom,00474119,int mobile
Norway Mobile Netcom,0047450,int mobile
Norway Mobile Netcom,0047451,int mobile
Norway Mobile Netcom,0047452,int mobile
Norway Mobile Netcom,00474539,int mobile
Norway Mobile Netcom,0047454,int mobile
Norway Mobile Netcom,00474550,int mobile
Norway Mobile Netcom,00474551,int mobile
Norway Mobile Netcom,00474559,int mobile
Norway Mobile Netcom,00474566,int mobile
Norway Mobile Netcom,00474567,int mobile
Norway Mobile Netcom,00474568,int mobile
Norway Mobile Netcom,00474569,int mobile
Norway Mobile Netcom,00474576,int mobile
Norway Mobile Netcom,00474577,int mobile
Norway Mobile Netcom,00474578,int mobile
Norway Mobile Netcom,00474579,int mobile
Norway Mobile Netcom,00474583,int mobile
Norway Mobile Netcom,00474584,int mobile
Norway Mobile Netcom,00474586,int mobile
Norway Mobile Netcom,00474593,int mobile
Norway Mobile Netcom,00474594,int mobile
Norway Mobile Netcom,0047460,int mobile
Norway Mobile Netcom,0047464,int mobile
Norway Mobile Netcom,00474650,int mobile
Norway Mobile Netcom,00474654,int mobile
Norway Mobile Netcom,00474660,int mobile
Norway Mobile Netcom,00474661,int mobile
Norway Mobile Netcom,00474662,int mobile
Norway Mobile Netcom,00474663,int mobile
Norway Mobile Netcom,00474670,int mobile
Norway Mobile Netcom,00474673,int mobile
Norway Mobile Netcom,00474674,int mobile
Norway Mobile Netcom,00474675,int mobile
Norway Mobile Netcom,00474714,int mobile
Norway Mobile Netcom,00474715,int mobile
Norway Mobile Netcom,00474716,int mobile
Norway Mobile Netcom,00474717,int mobile
Norway Mobile Netcom,00474720,int mobile
Norway Mobile Netcom,00474721,int mobile
Norway Mobile Netcom,00474722,int mobile
Norway Mobile Netcom,00474744,int mobile
Norway Mobile Netcom,00474754,int mobile
Norway Mobile Netcom,00474757,int mobile
Norway Mobile Netcom,00474758,int mobile
Norway Mobile Netcom,00474759,int mobile
Norway Mobile Netcom,00474833,int mobile
Norway Mobile Netcom,00474834,int mobile
Norway Mobile Netcom,00474837,int mobile
Norway Mobile Netcom,00474840,int mobile
Norway Mobile Netcom,00474850,int mobile
Norway Mobile Netcom,00474893,int mobile
Norway Mobile Netcom,00475931,int mobile
Norway Mobile Netcom,00475932,int mobile
Norway Mobile Netcom,0047598,int mobile
Norway Mobile Netcom,0047599,int mobile
Norway Mobile Netcom,0047920,int mobile
Norway Mobile Netcom,00479210,int mobile
Norway Mobile Netcom,00479217,int mobile
Norway Mobile Netcom,0047922,int mobile
Norway Mobile Netcom,00479237,int mobile
Norway Mobile Netcom,0047924,int mobile
Norway Mobile Netcom,00479257,int mobile
Norway Mobile Netcom,0047926,int mobile
Norway Mobile Netcom,00479277,int mobile
Norway Mobile Netcom,0047928,int mobile
Norway Mobile Netcom,00479297,int mobile
Norway Mobile Netcom,0047930,int mobile
Norway Mobile Netcom,00479317,int mobile
Norway Mobile Netcom,0047932,int mobile
Norway Mobile Netcom,00479337,int mobile
Norway Mobile Netcom,0047934,int mobile
Norway Mobile Netcom,00479357,int mobile
Norway Mobile Netcom,0047936,int mobile
Norway Mobile Netcom,00479377,int mobile
Norway Mobile Netcom,0047938,int mobile
Norway Mobile Netcom,00479391,int mobile
Norway Mobile Netcom,00479410,int mobile
Norway Mobile Netcom,00479411,int mobile
Norway Mobile Netcom,00479412,int mobile
Norway Mobile Netcom,0047942,int mobile
Norway Mobile Netcom,00479442,int mobile
Norway Mobile Netcom,00479443,int mobile
Norway Mobile Netcom,00479447,int mobile
Norway Mobile Netcom,00479448,int mobile
Norway Mobile Netcom,00479449,int mobile
Norway Mobile Netcom,00479664,int mobile
Norway Mobile Netcom,00479692,int mobile
Norway Mobile Netcom,0047980,int mobile
Norway Mobile Netcom,00479815,int mobile
Norway Mobile Netcom,00479816,int mobile
Norway Mobile Netcom,00479817,int mobile
Norway Mobile Netcom,00479818,int mobile
Norway Mobile Netcom,00479819,int mobile
Norway Mobile Netcom,0047982,int mobile
Norway Mobile Netcom,00479830,int mobile
Norway Mobile Netcom,00479831,int mobile
Norway Mobile Netcom,00479832,int mobile
Norway Mobile Netcom,00479833,int mobile
Norway Mobile Netcom,00479834,int mobile
Norway Mobile Netcom,00479835,int mobile
Norway Mobile Netcom,00479836,int mobile
Norway Mobile Netcom,00479837,int mobile
Norway Mobile Netcom,0047984,int mobile
Norway Mobile Netcom,00479854,int mobile
Norway Mobile Netcom,0047986,int mobile
Norway Mobile Netcom,00479876,int mobile
Norway Mobile Netcom,0047988,int mobile
Norway Mobile Netcom,00479899,int mobile
Norway Mobile Netcom,00479967,int mobile
Norway Mobile Netcom,00479968,int mobile
Norway Mobile Telenor,00474004,int mobile
Norway Mobile Telenor,00474005,int mobile
Norway Mobile Telenor,00474006,int mobile
Norway Mobile Telenor,00474007,int mobile
Norway Mobile Telenor,00474008,int mobile
Norway Mobile Telenor,00474009,int mobile
Norway Mobile Telenor,00474015,int mobile
Norway Mobile Telenor,00474016,int mobile
Norway Mobile Telenor,00474017,int mobile
Norway Mobile Telenor,00474018,int mobile
Norway Mobile Telenor,00474019,int mobile
Norway Mobile Telenor,00474084,int mobile
Norway Mobile Telenor,00474085,int mobile
Norway Mobile Telenor,00474086,int mobile
Norway Mobile Telenor,00474087,int mobile
Norway Mobile Telenor,00474088,int mobile
Norway Mobile Telenor,00474089,int mobile
Norway Mobile Telenor,00474110,int mobile
Norway Mobile Telenor,00474111,int mobile
Norway Mobile Telenor,00474112,int mobile
Norway Mobile Telenor,00474113,int mobile
Norway Mobile Telenor,00474114,int mobile
Norway Mobile Telenor,00474115,int mobile
Norway Mobile Telenor,00474116,int mobile
Norway Mobile Telenor,0047414,int mobile
Norway Mobile Telenor,0047415,int mobile
Norway Mobile Telenor,0047416,int mobile
Norway Mobile Telenor,0047417,int mobile
Norway Mobile Telenor,00474184,int mobile
Norway Mobile Telenor,00474185,int mobile
Norway Mobile Telenor,00474580,int mobile
Norway Mobile Telenor,00474581,int mobile
Norway Mobile Telenor,00474582,int mobile
Norway Mobile Telenor,00474585,int mobile
Norway Mobile Telenor,00474588,int mobile
Norway Mobile Telenor,00474589,int mobile
Norway Mobile Telenor,00474616,int mobile
Norway Mobile Telenor,00474617,int mobile
Norway Mobile Telenor,00474618,int mobile
Norway Mobile Telenor,00474619,int mobile
Norway Mobile Telenor,00474628,int mobile
Norway Mobile Telenor,00474629,int mobile
Norway Mobile Telenor,00474666,int mobile
Norway Mobile Telenor,00474667,int mobile
Norway Mobile Telenor,0047468,int mobile
Norway Mobile Telenor,00474690,int mobile
Norway Mobile Telenor,00474691,int mobile
Norway Mobile Telenor,00474692,int mobile
Norway Mobile Telenor,00474693,int mobile
Norway Mobile Telenor,00474694,int mobile
Norway Mobile Telenor,00474695,int mobile
Norway Mobile Telenor,00474696,int mobile
Norway Mobile Telenor,00474718,int mobile
Norway Mobile Telenor,00474719,int mobile
Norway Mobile Telenor,00474750,int mobile
Norway Mobile Telenor,00474751,int mobile
Norway Mobile Telenor,0047476,int mobile
Norway Mobile Telenor,00474770,int mobile
Norway Mobile Telenor,00474771,int mobile
Norway Mobile Telenor,00474775,int mobile
Norway Mobile Telenor,00474776,int mobile
Norway Mobile Telenor,00474778,int mobile
Norway Mobile Telenor,0047478,int mobile
Norway Mobile Telenor,00474790,int mobile
Norway Mobile Telenor,00474798,int mobile
Norway Mobile Telenor,00474799,int mobile
Norway Mobile Telenor,0047480,int mobile
Norway Mobile Telenor,0047481,int mobile
Norway Mobile Telenor,0047482,int mobile
Norway Mobile Telenor,00474830,int mobile
Norway Mobile Telenor,00474842,int mobile
Norway Mobile Telenor,00474849,int mobile
Norway Mobile Telenor,00474859,int mobile
Norway Mobile Telenor,00475800010,int mobile
Norway Mobile Telenor,00475900,int mobile
Norway Mobile Telenor,00475901,int mobile
Norway Mobile Telenor,0047591,int mobile
Norway Mobile Telenor,0047592,int mobile
Norway Mobile Telenor,0047595,int mobile
Norway Mobile Telenor,0047900,int mobile
Norway Mobile Telenor,0047901,int mobile
Norway Mobile Telenor,0047902,int mobile
Norway Mobile Telenor,00479036,int mobile
Norway Mobile Telenor,00479040,int mobile
Norway Mobile Telenor,00479041,int mobile
Norway Mobile Telenor,00479047,int mobile
Norway Mobile Telenor,0047905,int mobile
Norway Mobile Telenor,0047906,int mobile
Norway Mobile Telenor,0047907,int mobile
Norway Mobile Telenor,0047908,int mobile
Norway Mobile Telenor,0047909,int mobile
Norway Mobile Telenor,00479100,int mobile
Norway Mobile Telenor,0047911,int mobile
Norway Mobile Telenor,00479124,int mobile
Norway Mobile Telenor,0047913,int mobile
Norway Mobile Telenor,0047915,int mobile
Norway Mobile Telenor,0047916,int mobile
Norway Mobile Telenor,0047917,int mobile
Norway Mobile Telenor,0047918,int mobile
Norway Mobile Telenor,00479191,int mobile
Norway Mobile Telenor,00479199,int mobile
Norway Mobile Telenor,00479400,int mobile
Norway Mobile Telenor,00479401,int mobile
Norway Mobile Telenor,00479402,int mobile
Norway Mobile Telenor,00479403,int mobile
Norway Mobile Telenor,00479405,int mobile
Norway Mobile Telenor,00479413,int mobile
Norway Mobile Telenor,00479414,int mobile
Norway Mobile Telenor,00479415,int mobile
Norway Mobile Telenor,00479416,int mobile
Norway Mobile Telenor,00479417,int mobile
Norway Mobile Telenor,00479418,int mobile
Norway Mobile Telenor,00479419,int mobile
Norway Mobile Telenor,00479474,int mobile
Norway Mobile Telenor,00479475,int mobile
Norway Mobile Telenor,00479476,int mobile
Norway Mobile Telenor,00479477,int mobile
Norway Mobile Telenor,00479478,int mobile
Norway Mobile Telenor,00479479,int mobile
Norway Mobile Telenor,0047948,int mobile
Norway Mobile Telenor,00479490,int mobile
Norway Mobile Telenor,00479497,int mobile
Norway Mobile Telenor,00479498,int mobile
Norway Mobile Telenor,0047951,int mobile
Norway Mobile Telenor,0047952,int mobile
Norway Mobile Telenor,00479530,int mobile
Norway Mobile Telenor,00479533,int mobile
Norway Mobile Telenor,00479536,int mobile
Norway Mobile Telenor,0047954,int mobile
Norway Mobile Telenor,00479552,int mobile
Norway Mobile Telenor,00479555,int mobile
Norway Mobile Telenor,0047957,int mobile
Norway Mobile Telenor,0047958,int mobile
Norway Mobile Telenor,0047959,int mobile
Norway Mobile Telenor,00479601,int mobile
Norway Mobile Telenor,00479604,int mobile
Norway Mobile Telenor,00479609,int mobile
Norway Mobile Telenor,00479620,int mobile
Norway Mobile Telenor,00479622,int mobile
Norway Mobile Telenor,00479623,int mobile
Norway Mobile Telenor,00479650,int mobile
Norway Mobile Telenor,00479651,int mobile
Norway Mobile Telenor,00479660,int mobile
Norway Mobile Telenor,00479661,int mobile
Norway Mobile Telenor,00479662,int mobile
Norway Mobile Telenor,00479663,int mobile
Norway Mobile Telenor,00479689,int mobile
Norway Mobile Telenor,00479690,int mobile
Norway Mobile Telenor,00479691,int mobile
Norway Mobile Telenor,0047970,int mobile
Norway Mobile Telenor,0047971,int mobile
Norway Mobile Telenor,00479740,int mobile
Norway Mobile Telenor,00479741,int mobile
Norway Mobile Telenor,00479742,int mobile
Norway Mobile Telenor,00479743,int mobile
Norway Mobile Telenor,00479746,int mobile
Norway Mobile Telenor,00479747,int mobile
Norway Mobile Telenor,00479748,int mobile
Norway Mobile Telenor,00479749,int mobile
Norway Mobile Telenor,0047975,int mobile
Norway Mobile Telenor,0047976,int mobile
Norway Mobile Telenor,0047977,int mobile
Norway Mobile Telenor,00479795,int mobile
Norway Mobile Telenor,00479796,int mobile
Norway Mobile Telenor,00479797,int mobile
Norway Mobile Telenor,00479798,int mobile
Norway Mobile Telenor,00479799,int mobile
Norway Mobile Telenor,00479910,int mobile
Norway Mobile Telenor,00479911,int mobile
Norway Mobile Telenor,00479912,int mobile
Norway Mobile Telenor,00479915,int mobile
Norway Mobile Telenor,00479916,int mobile
Norway Mobile Telenor,0047992,int mobile
Norway Mobile Telenor,0047993,int mobile
Norway Mobile Telenor,0047994,int mobile
Norway Mobile Telenor,0047995,int mobile
Norway Mobile Telenor,0047999,int mobile
Norway Mobile Tele2,0047412,int mobile
Norway Mobile Tele2,0047413,int mobile
Norway Mobile Tele2,00474723,int mobile
Norway Mobile Tele2,00474724,int mobile
Norway Mobile Tele2,00474725,int mobile
Norway Mobile Tele2,00474726,int mobile
Norway Mobile Tele2,00474727,int mobile
Norway Mobile Tele2,00474728,int mobile
Norway Mobile Tele2,00474729,int mobile
Norway Mobile Tele2,0047473,int mobile
Norway Oslo,00472,int fixed
Norway Shared Cost,00470,int service
Norway Shared Cost,00471,int service
Norway Shared Cost,0047810,int service
Norway Shared Cost,0047811,int service
Norway Shared Cost,0047812,int service
Norway Shared Cost,0047813,int service
Norway Shared Cost,0047814,int service
Norway Shared Cost,0047815,int service
Norway Shared Cost,004785,int service
Norway Shared Cost,0047880,int service
Oman,00968,int fixed
Pakistan,0092,int fixed
Pakistan Islamabad,009251,int fixed
Pakistan Mobile,00923,int mobile
Palau,00680,int fixed
Palestine,00970,int fixed
Palestine,0097242,int fixed
Palestine,0097282,int fixed
Palestine,0097292,int fixed
Palestine Jerusalem,0097022,int fixed
Palestine Jerusalem,0097222,int fixed
Palestine Mobile,009705,int mobile
Palestine Mobile,00972056,int mobile
Palestine Mobile,00972059,int mobile
Palestine Mobile,0097256,int mobile
Palestine Mobile,0097259,int mobile
Panama,00507,int fixed
Panama Mobile,005076,int mobile
Papua New Guinea,00675,int fixed
Papua New Guinea Mobile,00675644,int mobile
Paraguay,00595,int fixed
Paraguay Mobile,005959,int mobile
Peru,0051,int fixed
Peru Mobile,005119,int mobile
Peru Mobile,0051419,int mobile
Peru Mobile,0051429,int mobile
Peru Mobile,0051439,int mobile
Peru Mobile,0051449,int mobile
Peru Mobile,0051519,int mobile
Peru Mobile,0051529,int mobile
Peru Mobile,0051539,int mobile
Peru Mobile,0051549,int mobile
Peru Mobile,0051569,int mobile
Peru Mobile,0051619,int mobile
Peru Mobile,0051629,int mobile
Peru Mobile,0051639,int mobile
Peru Mobile,0051649,int mobile
Peru Mobile,0051659,int mobile
Peru Mobile,0051669,int mobile
Peru Mobile,0051679,int mobile
Peru Mobile,0051719,int mobile
Peru Mobile,0051729,int mobile
Peru Mobile,0051739,int mobile
Peru Mobile,0051749,int mobile
Peru Mobile,0051769,int mobile
Peru Mobile,0051829,int mobile
Peru Mobile,0051839,int mobile
Peru Mobile,0051849,int mobile
Peru Mobile,00519,int mobile
Peru Rural,005118,int fixed
Peru Rural,0051418,int fixed
